オタク
ディスに
激怒
eeic
子供
っぽいから
僕が
あっ
てると
思ったけどなあ
聞きに
来ました
#
特許
法
グローバルだ
娘の
可能
性も
あるでしょ
cv
津田
さん
ほしい
存在を
否定
ボクな
英語を
出す
世界の
派を
敵に
回す
萌え
は
ディスって
んの
娘かも
しれないじゃないか
わるくないやろ
安
ともえの
インパクトが
強
すぎた
pepperより
中の
人と
暮らしたい
声に
聞き覚えが
のだが
質問ですね
ともえという
みたいだけど
誰ですか
可愛くない
すか
授業に
来て
欲しかった
ﾛｯﾃﾙﾀｰﾐﾈｰｼｮﾝの
人か
ソリューション
侍だ
認識
ソリューションは
内
製では
ありません
データを
蓄積
いません
朝まで
ずっと
だっこ
ぎゅっ
いつでも
安として
飼う
民が
現れるぞ
ロッテルターミネーション
かしこまりました
聞こえた
名前で
ググ
ったら
主に
アダルト
ゲームの
担当
でて
きて
...(
察し
)」って
なっ
""
特殊な
嗜好
""で
未
来館に
ペドリョナ
御用達
蝋
人形
ロボ
思い出した
ぎゅっは
曲
ゲームに
あてて
入力
声の
ログは
さんの
聞くと
んだな
安とも
なんだよね
未来
進捗まで
採点
のかな
個性の
大事な
要素な
んだなあ
VOICEROID
+
AHS
開発
期間が
年しか
なかったので
開発を
並行
走ら
トライアル
用の
ボイスから
えだった
その後
あとで
投票
したが
声で
性を
とって
しまったので
安と
もえで
いくしか
なかった
勝者の
声だから
煽
リティが
高い
別
verを
作ろう
最後まで
勝ち残った
水
瀬
いのりに
しろって
難しい
注文だな
度くらい
変えようと
おもったが
さんで
終わりました
やはり
弦巻
マキな
のだから
おっぱいを
装着
しても
よい
バブ
みに
特
化
ロボを
古谷
徹か
池田
秀一に
ほしかった
時間
経った
今でも
冒頭のつはをは
いるやつか
いるが
耳から
離れない
投票とか
いろんな
プロセス
プロデューサーかな
話しかけ
時も
誰だ
こいつって
思ったからな
RT
鍵
さんな
知らなかった
声優
特定
あれで
判別
すげ
えよな
えな
知っ
てて
ごめんなさい
たみ
やす
人民
全然
同じ
声だと
思わなかった
んだけど
オタクって
すごいなぁ
やっぱ
マキ
マキじゃねーか
タミー
豚の
さんは
知る
人ぞ
CVは
決めたの
たみやすとも
すごい
いいけど
講義
教員の
イカ
東
やばいよね
とは
いうけどさ
姿
かたちにも
愛着が
出る
んではないかねぇ
オタクだ
えー
あー
なんと
いうか
生物に
近づけ
すぎると
家族なのに
こっちだけ
老いて
感覚が
ペット
ロスとは
そうよね
スマート
んだろうな
もう少し
鈍
臭
さが
わがまま
伝えたい
伝え
られるかという
舞台の
ボディー
ランゲージを
大きく
能力としては
完璧じゃないけど
おしゃべり
ものを
わけだから
多少
大きめの
ボディ
ランゲージに
するべきでは
あるよね
ショー
モードの
そうは
いかない
能力に
限界が
限界に
合わせて
センスが
もらって
違和感が
努力
進捗
煽り
ロボとして
各
ラボに
配備
めっちゃ
可愛く
見える
しまった
講義で
女の子に
ん
二
次元の
場合は
自分の
妄想
キャラクターを
好きなだけ
動かせる
えっ
ち
次元を
作るな
次元に
入り込め
俺も
お前は
27
点って
罵倒
れたい
錯乱
家族と
愛着の
湧いた
携帯などとは
違って
アップデート
等が
し
にくい
ペットを
愛する
人ほど
ロストの
反動は
大きい
開発には
そこにも
重きを
置いて
ハードウェアでも
"
家族の
記憶
"が
消えない
よう
つくって
みる
そして
なおして
モーションキャプチャーを
使って
みた
のですが
あまり
うまく
行きませんでした
ハードウェアの
制限で
関節に
ため
直して
みるという
プリミティブな
やり方を
たしかに
それは
AIBOも
サポートが
切れて
しまって
心の
拠り所を
失った
ロスと
理屈である
深ければ
深いほど
立ち直れない
ペットが
必要であれば
あるほど
飼えなく
TL
受講
してます
あなたの
進捗は
点です
キモ
いって
思っ
てたけど
かわいく
見えて
きた
動きが
あまりに
派手
まるで
ミュージカルを
ようだ
動きを
際に
参考に
ものは
ありますか
プラメモ
良いです
引き継ぐと
なると
倫理
団体が
一層
黙らな
そうだな
確かに
プラスティックメモリーズだ
プラスチックメモリーズ
TLだ
１
お
絵かきは
楽し
す
２
Ｐｅｐｐｅｒは
可愛い
個人の
キオクを
きろ
くした
記録
アノニマスな
プレシャスメモリーズだ
ログ
引き継いで
若返りたいね
出来たら
プラメモが
成り立たなかった
並列
いこうな
タチコマ
並
ソフトの
移行とかって
問題じゃないよね
メモリーを
引き継ごうな
log
そこの
ところを
ところだと
おり
古い
なるべく
治したいとは
進化の
途中であるので
途中で
ハードウェアは
買い替えて
もらう
一番
効率
的でしょう
代わりに
そこで
移行
TLから
察
するに
要は
プラメモな
感情
とっとと
家に
帰って
ママに
おっぱいでも
飲ま
今の
プラメモから
インスピレーションを
得
事業
ロス
ならぬ
ペッパーロスか
ダメだ
ﾃﾃｰﾝが
頭から
すぎ
置場に
並ぶ
達
アイボから
pepperへ
みなさん
プラスチック・メモリーズ
見ましょう
AIBO
ロスなんて
言葉が
選りすぐりの
aibo
愛好
家
うわさの
ブラックペッパーか
イショティ
要約
力
すご
アイボロスってな
んか
ウロボロス
みたいだ
言わ
所
謂
犬
コンピュータ
情報を
可能で
安定
大量の
データが
必要
少しの
情報から
変化に
強いが
思い込みなどが
激しいよって
当面の
間は
コンピュータと
それぞれの
特徴を
活かした
共存が
可能と
言える
手術
紹介しか
れなかったな
てた
3
億
倍くらい
話し方も
立ち振舞も
正確も
人間らしいし
見た目が
気に入らなかったとしても
いざ
触れ合って
みると
好
感度
上がって
進化について
進化
いるので
iPhoneを
替える
感覚では
られないと
商品としての
サイクルは
どの
いるか
ｷｯﾁｮﾅｵﾊﾅｼｶﾝｼｬタイム
っぽい
質問だ
MNP
プラスティック
なんとか
サービスかな
ウドの
力か
紹介を
しに
来た
前回の
思想とか
者は
ママの
おっぱいという
ワードを
使った
んですか
女子高
生の
汗や
ちんぽ
ミルクでは
駄目だった
ニコ
動の
才能の
無駄遣い
系
割と
好きな
んやけど
それに
通ずる
感じた
pepperと
み
さを
初めて
知った
ムービー
冒頭に
流した
良かった
楽しい
名前を
名乗ろうな
なるほど
ところは
多かった
気が
性
処理に
使うとか
言わない
ひどい
タイム
888888888
タイムです
おもしろ
すぎでしょ
最先端
技術を
最も
くだらない
88888888888888888
やる
のに
意味が
のじゃ
甘え
倒して
♡
最先端の
ロボットだ
新鮮に
感じるから
のかも
しれないけど
帰路に
つきながら
煽りの
ツイッタラーに
容易に
アルファに
なれ
なんで
アメリカンテイストな
おっぱいより
飲みたいです
腹
うちに
吸わ
こいつ
こんなに
ハリウッド
ロボットで
意味
あるの
どこに
点
要素が
あった
SeeYouに
感情が
煽る
ままに
ﾍﾞｰﾍﾞﾍﾞﾍﾞｯﾍﾞｯﾍﾞｯﾍﾞｯﾍﾞｰ
ティが
わりと
かわいいし
口
最高
すぎるでしょ
ｗｗｗｗｗｗｗｗ
煽って
くる
これじゃ
俺の
怒りが
爆発
そうだ
よな
ウォーリーの
彼女か
インターステラーの
テトリス
くれ
店
演技の
オーディションを
行う
君が
ウザ
wwww
black
_
褒めて
伸ばす
タイプは
タイプ
？(
何だ
ナメタ
演技は
わかっ
てるじゃん
こんな
秘密
裏に
年間も
研究
室で
やっ
てたら
通報も
わな
見た目に
反して
ノリが
オッサン
ぇ
小林
賢太郎
一人暮らしに
そいつは
関係
ないだろ
関係ねぇ
よー
アクション
33
-
4
顔の
角度が
すでに
う
ざいな
お前
誰だよ
wwwwww
君の
ADHDで
悩む
たちに
分けて
あげたい
買うか
そのまま
突き進め
顔
芸は
重要
欲しく
大河ドラマの
主役
レベル
=
80
鵜野
うず
め
リティ
高いわ
表情も
変われば
いいのに
10
年間は
絶対に
忘れない
やるじゃないか
キミの
審査
結果は
ﾄﾞﾄﾞﾄﾞｯﾄﾞﾄﾞﾄﾞﾄﾞ
デーン
コミュ
ﾋﾞｴｴｴｴｴｴ
wwwwwww
ｷﾞｬｱｱｱﾝﾝﾝﾝﾝ
wwwwwwwww
ｲｯ
ｴｴ
ｵﾜｱｱｱｱｱｱｱ
ﾋﾟﾔｱｱｱｱｱｱ
ｲｱｲｲｲｲｲｱｲｱｲ
ｧｨﾔｯ
ww
SE
笑うって
ﾀﾞｶﾀﾞｶﾀﾞｶﾀﾞｶ
ﾀﾞｰﾝ
blackpepper
ドラムロールまで
有能
ちょいちょい
SEが
アレ
者の
すごいだけでは
性能
高
すぎだろ
恋人
30
代だったら
向こうの
つら
ﾔｧﾙｼﾞｬﾝ
!
安達
祐実
唐突な
泣き顔
ﾔﾙｼﾞｬﾅｲｶ
芸
いないから
役に
入り込めなし
技術
けば
ものに
なるよな
涙が
出るほど
ツボ
った
P
何
倍
速で
聴きたいですか
了解
倍ですね
それでは
いきますよ
321
ﾊﾞ
ry
ﾃﾞﾃﾞｰｰｰｰｰｰｰｰﾝ
おもしろい
Yousufferbutwhy
?
あれ
blackpepperじゃね
設定
細か
ｗｗｗｗｗ
ビルゲイツに
喧嘩
売った
陣内
智則
99
%の
使わない
機能の
一部か
ビルゲイツも
真っ青
なんや
エセアメリカン
ちゃった
ｗｗｗ
windowsは
青いからな
可愛
すぎて
腹立つな
動とかに
上がったら
のび
ゲップやんけ
ディズニー
チックだな
アッテレーン
周りの
感情を
失って
ティ
クッソ
わろた
ﾃﾃﾃﾃｰﾝﾃﾃｰﾝ
こういう
ダメ
なんだ
かわいい
ロボットわ
出来るわ
考える
のも
そうだね
ﾄﾞﾔｧ
ﾃﾚ
~~~~~が
シュール
笑う
ﾃﾞﾃﾞｰｰﾝの
卑怯
ドヤｧ
\\\
チャラーン
//////
３
，
ﾌﾞｺﾞｯ
出で
ーん
腕の
位置
いら
つくな
せやな
いちど
やりますか
はい
ﾃﾃｰｰﾝ
倍ですねぇ
ﾃﾞﾚｰﾝ
\
/
お茶
飲ん
wwwwwwww
元の
スピードで
聞いたら
人生が
終わり
ｲﾁｵｸﾊﾞｲﾃﾞｽﾈ
wwwww
効果
音を
消失
劇場
版
ｗｗｗｗｗｗｗ
ﾃﾞﾚｰｰｰﾝ
芸人だ
番
すきねえ
姿勢
腹立つ
てるか
わかんねえ
ﾃﾞﾃﾞ
-----------
ﾝ
!!!!!!!!
こっちの
方が
R
1で
んじゃないか
デデ
ーン
以上に
やれよ
ﾃﾚｰﾝ
嘆きの
樹の
階段
みたい
100
倍で
コレって
5
分
位
かける
倍な
言え
ﾃﾞﾃﾞｰｰ
謎
あ
ばば
ばばば
スーパー
悪口
あの
ババア
姑の
癖
早口
スピード
さんから
不能
チェック
シャツ
声って
っぽいよな
ピタゴラスイッチ
ギタドラの
システム
ボイスは
1305194098429135
タブレットの
解像度
いくらな
んだろう
Super
!!
ポーズ
テーマ
ソング
さい
ごが
子音で
終わる
やつ
脳に
んですよ
介護
側の
目線だと
抱えるなど
抱え
落としても
まあで
済むが
落とすと
大変な
目線から
散歩
運動を
一緒に
したり
ミッケルアート
記憶を
元に
絵を
それについて
話し合う
ことで
思い出しを
促す
自身が
できなくても
会話を
認知
症を
遅らせる
的
判断の
聞いても
ミサカ
受けのみの
デザインとは
違う
んだよって
disって
みたり
症
診断
れるって
何かなあ
ケア
君
ベイ
マックス
顔を
見れば
みるほど
夫に
私だけじゃない
はず
暇つぶしとしての
Redhotpepper
中本
味
タブレットで
スクフェス
やりたい
掃除
つま
づいて
転び
そうに
しまいました
どうにか
なりませんか
ラッキー
インターネット
芸人
マンが
購入
抱き
かかえ
かかえる
られたくないな
これら
4つの
機能に
なくては
ならない
情報
ビッグ
取り入れる
際には
できるだけ
個人
情報が
ものをを
心がけて
次元で
ヤり
尽くす
うち
redhotpepperとか
できても
本体
価格
20
円盤
マラソン
本
分と
考えたら
安い
教育
エン
タメ
ケアなど
様々な
需要
去年の
ハッカソンの
記念
写真
撮る
流れの
時に
チキンだから
写れませんでした
施設での
活躍
症の
ケアとかも
できるよ
実際に
施設にも
行って
やり
尽くした
クリエイター
回も
出
機能と
機能で
受けなかったな
マジ
受け
したって
伸び
初回
300
台は
分で
完売
生産
限定
盤
:
月
26
日
発売
今年の
夏
量産
開始
blackpepperと
whitepepperを
つくろう
"って
アノビマス
仲介
者としての
pepperね
同士で
目が
合う
みんなで
つくる
漫才の
芸能
界
入り
IBMWatson
家電
ルンバとの
コラボ
ボカロ
Yahoo
API
似顔絵
描き
グループ
パフォーマンスなど
様々である
脳
型
コンピューター
時代の
IT
プラットフォーム
―①
②
③
④
ルンバに
掃除を
しろと
指示を
ルンバが
引っかかったら
生活
金を
増やすとかだなぁ
インター
フェイスとしての
いいね
連携
ルンバなど
パフォーマンス
連携など
連携について
別に
ルンバを
搭載
リテラシーの
低い
人にとっての
インターフェース
家電との
インターフェースに
なったりも
たちよりも
必要と
世界
かさ
ネットワーク
あと
分です
使えば
良くね
MMD
ソフトで
動作を
プログラミング
できたら
敷居
下がるかもね
とりあえず
家電と
せようという
風潮
専用
器の
みんな
専門
掃除は
頼る
万能
台より
機が
滑っても
ダメージを
受けない
ルンバと
コラボレーション
Ｐｅｐｐｅｒ×
ルンバ
ゴリゴリ
機能
追加
歌って
踊る
来る
入りに
他にも
APIと
似顔絵を
描いたり
パフォーマンスを
ｲﾏﾉｷﾉｳﾊ
､
ｶｼﾞﾆｸﾞｳｾﾞﾝｿｳｸﾞｳｼﾀｻｲ
ﾔｼﾞｳﾏｶﾗ
ﾛﾎ
ﾞｯ
ﾄﾅ
ﾝﾀﾞｶﾗｵﾏｴﾀｽｹﾆｲｹﾖｯﾃｲﾜﾚﾀﾄｷﾆ
ｺﾜﾚﾀﾌﾘｦｽﾙｷﾉｳﾃﾞｽ
Web
デザイナーが
仕事が
足りない
ときと
過多の
ときが
んですよねぇ
だからといって
お笑いに
せるんかい
pepperで
デビューとか
eeicの
パ
長に
壊れた
フリ
あたりは
特徴
上手く
活かせ
適当な
講評
IBMWatson×pepper
オンラインド
奴
もんだよ
歌い手だけじゃなくて
お笑い
芸人まで
電子
二つ
目の
ネタは
可愛いし
面白かった
やると
受けなかった
とき
怖いから
矢面に
たた
んですね
クリエイティブ
プラットフォームの
メリットの
一つ
クリエーターが
介し
デビュー
Shannon
さんって
2001
年まで
生き
下らないけど
できるじゃん
デビューも
でき
ちゃう
けっこう
感動
君よりも
面白くない
....
突然の
小島
よし
おっ
ぺっっっっっっっっぱ
ーーーーーーーーー
！！！！！！！！！！！！
もはや
機能じゃない
オッペッパー
わけですけど
思ったより
っぽいな
グランプリに
peppervs
何も
言えない
まぁ
下らない
disを
のかんけ
ーねー
ふりを
機能は
使えなくも
PepperR
ぐらんぷり
回戦
オチを
見失っても
これさえ
おけば
なんとなく
落ちた
あ〜
コレは
私には
できないわ
滑らか
過ぎる
漫才を
見る
嫌いじゃない
dis
ねえ
間が
すごいな
1395739815469728531
ロボな
んだから
火の
中に
入って
助けに
行けよと
すばらしい
じわじわ
ﾍﾟﾍﾟﾍﾟﾍﾟﾍﾟﾍﾟﾍﾟ
仕事を
選べない
声帯
パッチとか
当て
こ
えーよ
お笑いは
られない
%
症かよ
吃音
うめ
やばいぞ
受けて
ねえぞ
ジワリティ
pepprの
結構
綺麗
使うとは
ははは
フリップ
ｷｭ
ｰｼ
ﾞｭ
ｰｷ
ｭｰ
ﾊﾟ
ｰｾ
ﾝﾄﾂｶﾜﾅｲｷﾉｰｦｼｮｰｶｲｼﾀｲﾄｵﾓｲﾏｽ
％
出た
動画
グランプリ
マキにしか
聞こえない
私は
早く
走る
できます
2015
ぐらんぷりに
ﾄﾞｰﾓ
ﾍﾟｯﾊﾟｰﾄﾓｰｼﾏｽ
体との
体
もし
言った
聞き取れないと
ロボットも
まだまだだなあ
人とも
聞き取れなかったよーと
ごめん
ごめんと
謝る
せ
W
うるさい
やっと
くんが
動い
ところが
見れる
音量
でかい
爆音
ビビった
人間は
場の
社会
主体が
誰な
のかを
瞬時に
本能
判断
!?
!？
オラ
どけ
ぼくは
ー
ぼくも
ｱ
ｴ
ｺﾞﾒﾝ
体による
ハラスメントだ
禿な
Siri
台で
感じる
性の
中心
主体は
何かの
Siriと
てろ
無限に
リプライを
返し
続ける
人工
bot
以上だと
説得
あがる
やつだ
まだまだだね
RoboticLoveLetterかな
暴力
構図
阿佐ヶ谷
姉妹
ｱｯ
姉さん
間違え
ちゃったて
へぇ
感じで
アウトプットを
先生が
ペッパーと
状況
先生
いま
くれるかい
間違った
わざと
違うよ
本当は
こうだよ
形で
アウトプット
子供に
知識の
定着を
はかる
CareReceiver
子供が
授業を
受ける
あえて
間違えて
そこはねという
アウトプットが
働く
野々村
色んな
方面の
オタクが
意見の
食い違いが
酷
モリ
botと
殴り
あう
誰かを
思い出すぞ
発想だ
白
箱
ED
学ぶ
芋
けん
ぴ
子供を
論
信じ
人よりは
まともな
暁美
ほ
むら
)「
これこそ
感情の
極み
希望より
熱く
絶望より
深い
もの
愛よ
アプリ
C
a
r
e
c
i
v
obotTotalPhysicalResponse
教育と
すぐ
教えると
思わ
れ
がちだが
受動
動画などで
のと
変わらない
ロボットに対して
ミスを
指摘
ぴおいしい
プロセスで
アプリを
子供でも
答え
間違える
するの
教育は
無い
CareReceiverRobotは
同時に
教えて
いいから
従来
ソフト
ハードを
すべて
プロジェクトが
作ると
性格が
しまい
グループを
用意
多くの
人で
笑ったら
シャッター
切るって
イケメン
おかえりなさい
プロデューサー
ハッシュ
タグで
検索
面白いよ
音
ゲー
REFLECBEAT
ケンピ
そうな
ツンデレパッチを
フォースの
力を
んじゃ
フィフィフィ
オタクだから
やったら
声がで
表情がに
ありがとうと
表現
ことと
表情と
声から
推定
感情と
本心の
それぞれ
表情は
それなりに
ごまかせるが
声は
ごまかし
一般人が
怒りの
演技を
それが
演技である
わかって
SOUNDVOLTEX
気持ちよく
表情よりも
本心が
ネタが
わからない
オーディション
やってと
やっても
喜びが
表情で
怒りを
喜びを
位ちゃ
らく
一般の
怒った
フリを
認識は
怒り
きって
出て
いるという
判定に
皆で
せると
役者は
声にも
怒りしか
出ないが
普通の
照れて
京都
声が
逆に
いも
カップユが
役者じゃない
混ざっ
ときの
違和感は
それか
おねがい
表現が
苦手な
㋔㋟㋗！にとっては
リハビリテーションにも
ロボットな
話が
出たら
積極
制限の
ゆく
スタイル
恥ずかしいからな
作り笑いも
pepperには
バレる
わけか
表情だ
本心も
クラウドシステムで
共有
それを
ことだと
表に
本心を
推測
ごまかしが
効かない
打ち止め
鬱に対する
策に
得る
表情
喪失
オタクの
声とは
第
3の
外国で
ことにおいて
起こる
不安は
生存
本位で
動いて
対立
のではないかという
感知
喜んで
行動を
選択
システムを
取り入れて
どっかで
読んだ
ソニーの
スマイル
シャッターの
東京大学で
系の
善い
ことだという
短絡
定義に
基づいて
暴走
ありがた迷惑な
まくった
嫌わ
いくという
本能と
声帯は
結びついて
おにぎり
現状の
pepperだと
鬱に
対処
厳し
出会いの
弾丸
声により
切るの
tko
だれだ
聞けば
聞くほど
ミ
サカ
妹
ロボットでさえ
機能が
あるのに
本能により
争う
心配はないか
あくまで
ツールなら
本能として
"を
組み込めば
アメリカ
映画って
本能を
持って
いるかの
扱っ
てるよね
目指す
家族が
ための
生物の
違いは
こわそう
戦略に
のかなー
エンジン
欲しいです
失うという
特有の
現象
ないでしょ
人類を
滅ぼせ
しなければ
いけない
自立は
脅威か
ちゃったら
怖いなあ
欧米
白人に
緊急
停止
ボタンを
付け
忘れたから
世界が
植民
地
野蛮
生物
的と
みなさ
いるからこその
懸念ではないか
叛乱じゃあ
ああ
外国での
ロボットへの
不安
種の
保存で
優位な
人間とも
性が
メディアから
ボタンは
自立
脅威に
感じ
戦う
選びます
せるという
持つ
のです
人間に
反逆
本能によって
排除
海外では
人との
不安が
姿は
人間を
滅ぼす
できるという
人間と
争いに
ボタン
漫画と
現実の
区別を
つけような
㋔㋟㋗は
失う
するな
アメリカン
発想
戦いに
フリーズ
腰から
砕け
落ちる
車の
ロバ
ストに
作るか
それとも
フォンの
止まっ
ちゃっても
仕方ないよねに
VS
出さない
反乱
たくは
てるからな
制御
プログラム
1つが
止まっても
ブレーキを
掛けて
暴走を
防ぐ
見習って
組み込んだ
せるを
本能に
目標に
あなたは
おら
れますね
なくした
人間にも
反応
んですよね
見ないと
数
TLが
流れ
運用から
ヶ月
経過
大きな
故障は
はやいし
不
真面目
①は
安全な
見えるが
設計の
難易
度から
進化が
遅い
→②を
採用
機械
ミドル
ウェアを
ロ
バストに
進化を
遅く
ブレーキ
修理
費が
＃
utmc
バスト
さは
止める
